essay_id,prompt_id,mean_word,word_var,mean_sent,sent_var,ess_char_len,word_count,prep_comma,unique_word,clause_per_s,mean_clause_l,max_clause_in_s,spelling_err,sent_ave_depth,ave_leaf_depth,automated_readability,linsear_write,stop_prop,positive_sentence_prop,negative_sentence_prop,neutral_sentence_prop,overall_positivity_score,overall_negativity_score,",",.,VB,JJR,WP,PRP$,VBN,VBG,IN,CC,JJS,PRP,MD,WRB,RB,VBD,RBR,VBZ,NNP,POS,WDT,DT,CD,NN,TO,JJ,VBP,RP,NNS
12,0.0,0.5153251816679911,0.3200204689500404,0.05527401296405421,0.014901288459255934,0.46735864517891285,0.49676584734799484,0.3235294117647059,0.32170542635658916,0.09333333333333334,0.08430913348946137,0.14285714285714285,0.3051948051948052,0.23200000000000004,0.19641016027743924,0.05966587112171838,0.07799517555615118,0.46062741643419974,0.44,0.4,0.18666666666666668,0.0,0.024612309010424084,0.0,0.4572413793103448,0.3663286004056795,0.14758620689655172,0.0,0.02933016250495442,0.0883415435139573,0.2613026819923372,0.6271264367816092,0.27045977011494254,0.2804597701149425,0.26053639846743293,0.21567398119122258,0.4206896551724138,0.6459770114942529,0.05823754789272031,0.0,0.20689655172413793,0.14940380277151144,0.0,0.0,0.7562425683709869,0.0,0.44236895005412097,0.10344827586206896,0.3103448275862069,0.4354679802955665,0.21379310344827587,0.32
13,0.0,0.20733393999245128,0.14076444083738832,0.16322922804949913,0.062276263365585095,0.20732040426113083,0.2535575679172057,0.14705882352941177,0.31007751937984496,0.3333333333333333,0.1284153005464481,0.2857142857142857,0.16883116883116883,0.4166666666666667,0.38493516163057634,0.14200477326968972,0.2808005003126955,0.3829877274650868,0.6666666666666666,0.16666666666666666,0.19444444444444445,0.7256192724798912,0.0,0.0,0.21753554502369665,0.4315584053526623,0.0,0.1137440758293839,0.06046739663343684,0.18212593094109683,0.1958925750394945,0.5876777251184834,0.5146919431279621,0.0,0.7519747235387045,0.3890564411891426,0.5420616113744076,0.20808649289099526,0.30015797788309634,0.0,0.14218009478672985,0.06484475351020952,0.0,0.0,0.6582774963229286,0.0,0.4692580706862474,0.04265402843601896,0.3838862559241707,0.3960731211916046,0.29383886255924174,0.22748815165876773
14,0.0,0.36389750279078986,0.23087607402018623,0.03523865645256335,0.0063133184749495554,0.34089046708549575,0.3868046571798189,0.2426470588235294,0.22868217054263565,0.08,0.15300546448087432,0.14285714285714285,0.2597402597402597,0.25599999999999995,0.21171248872140538,0.03102625298329355,0.0887161618868936,0.631992126168772,0.48,0.12,0.46666666666666673,0.8666853415502821,0.0,0.0,0.5760542168674699,0.47997873848334505,0.06445783132530121,0.0,0.5380141254673867,0.28937177280550774,0.06224899598393575,0.6162650602409638,0.49066265060240966,0.0,0.2218875502008032,0.14129244249726178,0.06890060240963856,0.29094503012048195,0.03815261044176707,0.0,0.10843373493975904,0.01030289381826371,0.0,0.28554216867469884,0.4403822185292896,0.40210843373493976,0.5245015938192231,0.3795180722891566,0.47439759036144585,0.33562822719449226,0.18674698795180725,0.4337349397590361
15,0.0,0.5428725818437521,0.3606430510703284,0.042654458093468114,0.012215078291602685,0.20650095602294455,0.21733505821474774,0.21323529411764705,0.2054263565891473,0.12820512820512822,0.1540983606557377,0.14285714285714285,0.1038961038961039,0.2384615384615385,0.2180616740088106,0.058472553699284,0.07799517555615118,0.6116197950730325,0.6923076923076923,0.0,0.35897435897435903,0.6984765604558312,0.0,0.3492903112051486,0.49974874371859296,0.49571386343482116,0.0,0.1206030150753769,0.0,0.0,0.10385259631490788,0.685427135678392,0.36381909547738694,0.3065326633165829,0.2847571189279732,0.23572407492005482,0.0,0.3530150753768844,0.0,0.0,0.09045226130653267,0.05156624242708872,0.0,0.0,0.3673540114364928,0.2236180904522613,0.4196768596344953,0.36180904522613067,0.33919597989949746,0.33596554199569273,0.31155778894472363,0.6512562814070352
16,0.0,0.733151314054672,0.5307895329169111,0.05177203468305413,0.020682956342889015,0.6897022671401256,0.6727037516170763,0.6102941176470589,0.6356589147286822,0.06666666666666667,0.09601873536299765,0.14285714285714285,0.2987012987012987,0.24000000000000005,0.20481266482990293,0.08591885441527447,0.16322701688555347,0.7234212629896085,0.7714285714285715,0.11428571428571428,0.13333333333333333,0.6435431589899555,0.0,0.37501800478207015,0.4396551724137931,0.6105476673427991,0.14055829228243022,0.03940886699507389,0.14665081252477208,0.22085385878489325,0.10180623973727422,0.6108374384236454,0.29720853858784896,0.0,0.2140120415982485,0.4236453201970443,0.0751231527093596,0.24512520525451562,0.18719211822660098,0.20361247947454844,0.09852216748768473,0.12918373923852494,0.0,0.15566502463054188,0.5041617122473246,0.07307060755336617,0.581590050586494,0.3694581280788177,0.2733990147783251,0.16467276565798733,0.20361247947454844,0.4098522167487685
17,0.0,0.39158475006526655,0.22448475425474232,0.07254632357755517,0.021547044411957667,0.37749248839114996,0.4230271668822768,0.4338235294117647,0.3333333333333333,0.0925925925925926,0.14098360655737704,0.2857142857142857,0.11038961038961038,0.27222222222222225,0.25978602894902453,0.07040572792362768,0.14821763602251406,0.1904649414796521,0.5555555555555556,0.2222222222222222,0.25925925925925924,0.8404753647160306,0.0,0.46185230518155856,0.3558139534883721,0.588235294117647,0.11059431524547804,0.124031007751938,0.3296801211797202,0.14894795127353266,0.24031007751937986,0.6568475452196383,0.327390180878553,0.0,0.4685615848406546,0.6060606060606061,0.17732558139534885,0.6126453488372093,0.03273040482342808,0.08010335917312662,0.124031007751938,0.05303194957617909,0.0,0.24496124031007754,0.5289138376548159,0.11498708010335919,0.43466471999165707,0.13953488372093023,0.15116279069767444,0.2591362126245847,0.4806201550387597,0.16124031007751938
18,0.0,0.3709522941620109,0.20003053233858664,0.10705165979178942,0.07788880048101696,0.410816716744059,0.4644243208279431,0.41911764705882354,0.39147286821705424,0.15555555555555556,0.1358313817330211,0.2857142857142857,0.12987012987012986,0.36,0.31659710029123256,0.0966587112171838,0.15947467166979362,0.3347055325766636,0.7333333333333333,0.06666666666666667,0.23333333333333336,0.6679472301145837,0.0,0.6117901388542446,0.2900473933649289,0.5394480066908279,0.0,0.0,0.33257068148390256,0.13659444820582262,0.34281200631911535,0.45545023696682463,0.5146919431279621,0.0,0.443127962085308,0.3334769495906937,0.16261848341232227,0.832345971563981,0.03001579778830964,0.14691943127962087,0.1137440758293839,0.0729503476989857,0.0,0.5616113744075829,0.45040039222095113,0.10545023696682465,0.33995706968737377,0.17061611374407584,0.22393364928909953,0.3036560595802302,0.29383886255924174,0.2502369668246445
19,0.0,0.4861043412946377,0.7266321002940773,0.018435895277380255,0.005131623910460697,0.06910680142037695,0.07503234152652005,0.03676470588235294,0.1434108527131783,0.0,0.0,0.0,0.22077922077922077,0.05714285714285716,0.03937224669603524,0.02744630071599045,0.02170999731975341,0.907564857205145,0.14285714285714285,0.0,1.0,0.9374982134996541,0.0,0.0,0.6375,0.21078431372549017,0.0,0.0,0.17720306513409959,0.26686507936507936,0.14351851851851852,0.4305555555555556,0.12569444444444444,0.0,0.23611111111111108,0.0,0.0,0.12196180555555555,0.17592592592592593,0.0,0.25,0.1425233644859813,0.0,0.0,0.8122605363984674,0.0,1.0,0.375,0.375,0.46428571428571425,0.0,0.13333333333333333
20,0.0,0.48675127281086705,0.5171977746146067,0.04644559918572883,0.012693821927040603,0.1775471182736957,0.19146183699870634,0.1323529411764706,0.2131782945736434,0.0,0.0,0.0,0.09090909090909091,0.3181818181818182,0.35490857185046637,0.052505966587112166,0.06727418922540875,0.678903031421017,0.6363636363636364,0.18181818181818182,0.21212121212121213,0.6985164381418734,0.0,0.16278400920333622,0.5016393442622951,0.5390549662487946,0.0,0.0,0.0,0.0,0.0,0.5081967213114754,0.3956284153005465,0.0,0.3715846994535519,0.5126676602086438,0.125,0.3358948087431694,0.0,0.0,0.13114754098360656,0.13084112149532712,0.0,0.0,0.35952515545505936,0.24316939890710385,0.3510990222744982,0.19672131147540986,0.418032786885246,0.3044496487119438,0.5081967213114754,0.6557377049180328
21,0.0,0.525221663574318,0.39272227701723317,0.0710076605774897,0.017288257041247396,0.4386779568423928,0.4644243208279431,0.4117647058823529,0.49224806201550386,0.09999999999999999,0.09836065573770492,0.14285714285714285,0.14935064935064934,0.32999999999999996,0.2595203132648066,0.0847255369928401,0.17448405253283306,0.4198602970484648,0.7,0.1,0.23333333333333336,0.7839699467765817,0.0,0.34156644682960474,0.37592137592137587,0.4847521318109553,0.21031941031941032,0.05896805896805897,0.21943573667711597,0.47209547209547204,0.2538902538902539,0.6398034398034398,0.24459459459459462,0.14987714987714987,0.361998361998362,0.25932544114362294,0.056203931203931204,0.755144348894349,0.031122031122031123,0.0,0.04422604422604423,0.06723460929068406,0.0,0.11646191646191646,0.5029229856816064,0.10933660933660934,0.459580656890074,0.3316953316953317,0.24324324324324326,0.3285363285363285,0.2285012285012285,0.28304668304668307
22,0.0,0.6059484046761011,0.127711468261222,0.1278727165586329,0.001758388612675344,0.060366020213056544,0.062095730918499355,0.058823529411764705,0.07751937984496124,0.16666666666666666,0.08196721311475409,0.14285714285714285,0.01948051948051948,0.45,0.31456023089776697,0.14677804295942723,0.25422138836772984,0.6200753682768073,1.0,0.0,0.0,0.32014086197927094,0.0,0.0,0.25932203389830505,0.38584247258225324,0.0,0.0,0.8649912331969608,0.32566585956416466,0.1751412429378531,0.840677966101695,0.4601694915254238,0.0,0.0,0.19876733436055471,0.0,0.0,0.0,0.0,0.0,0.23190242357041027,0.0,0.0,0.8673290473407365,0.0,0.6749258949608573,0.3050847457627119,0.15254237288135594,0.28329297820823246,0.5254237288135594,0.488135593220339
23,0.0,0.47423979112655645,0.28536926204739976,0.0652131211942644,0.031401401533412546,0.6140398798142584,0.6636481241914618,0.6544117647058824,0.5155038759689923,0.05555555555555555,0.1540983606557377,0.14285714285714285,0.3181818181818182,0.32,0.29365638766519825,0.07159904534606204,0.1557223264540338,0.43738521658680746,0.4666666666666667,0.2,0.3888888888888889,0.8867068176664399,0.0,0.1835765885301489,0.3857142857142857,0.5228868017795353,0.4315966386554622,0.12100840336134455,0.1929875398435236,0.16146458583433373,0.17366946778711484,0.8127731092436975,0.4563025210084034,0.30756302521008405,0.4380952380952381,0.29564553093964857,0.038445378151260506,0.3099264705882353,0.0638655462184874,0.10420168067226891,0.11092436974789917,0.1897117725594911,0.02342436974789916,0.0,0.540596928426543,0.14957983193277313,0.3226890756302521,0.27226890756302524,0.16638655462184876,0.26218487394957984,0.20840336134453782,0.37915966386554617
24,0.0,0.5539418809848137,0.4080807735309072,0.04733844038499314,0.02232552379597627,0.6815077847582628,0.7128072445019404,0.8308823529411765,0.6046511627906976,0.04273504273504273,0.09508196721311475,0.2857142857142857,0.3246753246753247,0.21794871794871798,0.1974918289043626,0.06563245823389022,0.14321450906816763,0.5800311450303085,0.5384615384615384,0.10256410256410256,0.4188034188034188,0.732673658461005,0.0,0.6106187870848425,0.4480234260614934,0.4555163207303419,0.18799414348462665,0.03513909224011713,0.16812238097642246,0.14066094959213554,0.19668130795510005,0.6445095168374817,0.23850658857979504,0.17862371888726208,0.36505612493899464,0.3949154798349528,0.033491947291361644,0.44999084919472915,0.11127379209370425,0.0,0.14055636896046853,0.15024424953134194,0.020406295754026357,0.06939970717423134,0.4495380421063261,0.0,0.3594272170390457,0.2635431918008785,0.32284040995607616,0.21208952102070697,0.1815519765739385,0.30922401171303077
25,0.0,0.590556181698241,0.418911124112042,0.07078668238067178,0.0069631502191391794,0.3575525812619503,0.36869340232858994,0.2867647058823529,0.25193798449612403,0.125,0.12568306010928962,0.2857142857142857,0.06493506493506493,0.325,0.2564119888651658,0.09069212410501194,0.15196998123827396,0.45182966254982354,0.625,0.0625,0.36458333333333337,0.6740278222417864,0.0,0.3036643596759483,0.37431192660550455,0.6265515380464112,0.0,0.0,0.31213750922703787,0.23503713411970292,0.1580020387359837,0.5498470948012233,0.3874617737003058,0.0,0.2426095820591233,0.3586321934945788,0.34977064220183485,0.29539373088685017,0.07747196738022427,0.0,0.1834862385321101,0.06276258252593672,0.0,0.14495412844036698,0.6259622482336813,0.13608562691131498,0.5470029209692682,0.41284403669724773,0.28899082568807344,0.2385321100917431,0.18960244648318045,0.30825688073394497
26,0.0,0.4671815944449329,0.32248906215043655,0.05930251245513473,0.032112390387267285,0.4198306473641082,0.4553686934023286,0.4632352941176471,0.37209302325581395,0.10606060606060606,0.07259953161592506,0.2857142857142857,0.2077922077922078,0.2681818181818182,0.26455374133924914,0.06801909307875896,0.09943714821763602,0.42440714095390364,0.6363636363636364,0.09090909090909091,0.3181818181818182,0.6992622208317114,0.0,0.5250252066948982,0.3868965517241379,0.4535496957403651,0.34436781609195405,0.05517241379310345,0.26397146254458975,0.1766830870279146,0.1425287356321839,0.5701149425287356,0.4577011494252874,0.0,0.403831417624521,0.26959247648902823,0.15775862068965518,0.26242816091954024,0.2038314176245211,0.0,0.1793103448275862,0.18872059297454077,0.06408045977011494,0.0,0.35291319857312725,0.10229885057471265,0.3651770527292407,0.22758620689655173,0.20689655172413793,0.2689655172413793,0.07126436781609195,0.38620689655172413
27,0.0,0.40242374967038796,0.31879983771810716,0.06389426719420827,0.02341527693409514,0.12919967222070472,0.1448900388098318,0.13970588235294118,0.13178294573643412,0.19047619047619047,0.06967213114754098,0.14285714285714285,0.09090909090909091,0.34285714285714286,0.23582966226138033,0.06443914081145584,0.14071294559099437,0.434052757793765,0.5714285714285714,0.42857142857142855,0.0,0.9575498933816594,0.0,0.4137426900584795,0.371875,0.4742647058823529,0.1486111111111111,0.0,0.0,0.13343253968253968,0.0,0.5597222222222222,0.3770833333333333,0.42361111111111105,0.3935185185185185,0.4886363636363636,0.15885416666666666,0.3658854166666667,0.0,0.0,0.25,0.1662772585669782,0.0,0.32916666666666666,0.3553639846743295,0.0,0.24215246636771298,0.125,0.31250000000000006,0.2708333333333333,0.4305555555555555,0.5666666666666667
28,0.0,0.5658602150537637,0.36041045182364145,0.03863961612930382,0.02806244683902283,0.43731220977874896,0.4553686934023286,0.49264705882352944,0.44573643410852715,0.011904761904761904,0.03278688524590164,0.14285714285714285,0.14285714285714285,0.16785714285714284,0.13577760305031072,0.0548926014319809,0.05956848030018762,0.6655475619504396,0.6071428571428571,0.03571428571428571,0.4166666666666667,0.7433413559108865,0.0,0.3884527945781324,0.5237163814180928,0.4823817057385301,0.20929095354523228,0.05867970660146699,0.2807520445156395,0.32885085574572126,0.35370823145884267,0.7731051344743277,0.3319070904645477,0.0,0.3463732681336593,0.2867303845298956,0.0,0.4508710268948656,0.06193969030154849,0.0,0.05867970660146699,0.058542604483239266,0.0,0.0,0.35747407469859205,0.0,0.38497045182935513,0.19804400977995112,0.3080684596577017,0.2996856444289207,0.0,0.4577017114914425
29,0.0,0.4679276525644551,0.4086013061554767,0.058184519996925525,0.03117898901114315,0.43430756623873257,0.47089262613195343,0.5294117647058824,0.39147286821705424,0.057971014492753624,0.09836065573770492,0.14285714285714285,0.17532467532467533,0.3,0.2561679095746304,0.06801909307875896,0.21200750469043153,0.2940357391506149,0.7391304347826086,0.0,0.30434782608695654,0.6234612794847123,0.0,0.5033551620987954,0.4054147465437788,0.4021415017619951,0.0,0.055299539170506916,0.323375178770062,0.08854509545753785,0.2142857142857143,0.7142857142857143,0.31278801843317977,0.0,0.41781874039938555,0.13510682865521575,0.0527073732718894,0.4248991935483871,0.0,0.07142857142857142,0.15207373271889402,0.08669624014815454,0.032114055299539174,0.10921658986175116,0.43794692515493405,0.20506912442396313,0.30823913537641295,0.3317972350230415,0.32142857142857145,0.37228439763001975,0.07142857142857142,0.40921658986175113
30,0.0,0.49012941325748033,0.3887724972553531,0.06383814574739737,0.013297325442075989,0.2996449057634526,0.3221216041397154,0.20588235294117646,0.24031007751937986,0.2222222222222222,0.1557377049180328,0.2857142857142857,0.06493506493506493,0.31333333333333335,0.3000548755392284,0.07159904534606204,0.12757973733583491,0.5488994018792748,0.6,0.3333333333333333,0.07777777777777778,0.7439740152333694,0.0,0.20759215110948104,0.3998257839721254,0.660996105759377,0.5219512195121951,0.08362369337979095,0.1778204974167968,0.26779492284718764,0.2880371660859466,0.4752613240418118,0.34686411149825785,0.0,0.41463414634146334,0.24516946468165982,0.23911149825783973,0.4283536585365854,0.0,0.21602787456445993,0.12543554006968644,0.047673320524927544,0.0,0.4954703832752614,0.25471584765108735,0.0,0.3018702832768238,0.5331010452961673,0.18815331010452965,0.5241413638626182,0.10801393728222997,0.46829268292682924
31,0.0,0.427197937259681,0.4172759751203664,0.044680924815418216,0.027766112228179696,0.544386779568424,0.6002587322121604,0.5808823529411765,0.5891472868217055,0.0196078431372549,0.04918032786885246,0.2857142857142857,0.22077922077922077,0.20882352941176469,0.19507401815040235,0.05608591885441528,0.09943714821763602,0.4929073690200381,0.7352941176470589,0.029411764705882353,0.27450980392156865,0.5391225080211763,0.0,0.5100937274693583,0.4453767123287671,0.33783239323126507,0.2565068493150685,0.0410958904109589,0.3713982050070855,0.09870352250489237,0.19463470319634701,0.5202054794520549,0.3254280821917808,0.3133561643835616,0.48515981735159813,0.20080946450809464,0.195847602739726,0.6014554794520548,0.1735159817351598,0.053082191780821915,0.17465753424657535,0.14057098963000897,0.02386558219178082,0.16232876712328767,0.40056683986773733,0.2285958904109589,0.3882916641071319,0.1232876712328767,0.261986301369863,0.28620352250489234,0.053082191780821915,0.2383561643835616
